Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição
19069,MACHADINHO,,250.83,250.83,,,253.07,,,27/01/1994
19069,MACHADINHO,,241.62,241.62,,,243.83,,,28/01/1994
19069,MACHADINHO,,232.85,232.85,,,235.03,,,29/01/1994
19069,MACHADINHO,,228.92,228.92,,,231.06,,,30/01/1994
19069,MACHADINHO,,245.66,245.66,,,247.77,,,31/01/1994
19069,MACHADINHO,,299.57,299.57,,,301.64,,,01/02/1994
19069,MACHADINHO,,303.43,303.43,,,305.46,,,02/02/1994
19069,MACHADINHO,,291.34,291.34,,,293.34,,,03/02/1994
19069,MACHADINHO,,293.29,293.29,,,295.26,,,04/02/1994
19069,MACHADINHO,,320.84,320.84,,,322.77,,,05/02/1994
19069,MACHADINHO,,326.71,326.71,,,328.61,,,06/02/1994
19069,MACHADINHO,,411.08,411.08,,,412.94,,,07/02/1994
19069,MACHADINHO,,396.86,396.86,,,398.68,,,08/02/1994
19069,MACHADINHO,,408.25,408.25,,,410.05,,,09/02/1994
19069,MACHADINHO,,414.27,414.27,,,416.03,,,10/02/1994
19069,MACHADINHO,,534.26,534.26,,,535.98,,,11/02/1994
19069,MACHADINHO,,728.51,728.51,,,730.2,,,12/02/1994
19069,MACHADINHO,,1012.56,1012.56,,,1014.22,,,13/02/1994
19069,MACHADINHO,,1128.76,1128.76,,,1130.38,,,14/02/1994
19069,MACHADINHO,,1272,1272,,,1273.59,,,15/02/1994
19069,MACHADINHO,,1349.99,1349.99,,,1351.57,,,16/02/1994
19069,MACHADINHO,,1405.59,1405.59,,,1407.17,,,17/02/1994
19069,MACHADINHO,,2111.62,2111.62,,,2113.21,,,18/02/1994
19069,MACHADINHO,,2880.61,2880.61,,,2882.19,,,19/02/1994
19069,MACHADINHO,,4041.45,4041.45,,,4043.03,,,20/02/1994
19069,MACHADINHO,,3938.61,3938.61,,,3940.19,,,21/02/1994
19069,MACHADINHO,,3009.46,3009.46,,,3011.04,,,22/02/1994
19069,MACHADINHO,,2618.08,2618.08,,,2619.66,,,23/02/1994
19069,MACHADINHO,,2422.91,2422.91,,,2424.5,,,24/02/1994
19069,MACHADINHO,,2400.88,2400.88,,,2402.46,,,25/02/1994
19069,MACHADINHO,,2039.23,2039.23,,,2040.81,,,26/02/1994
19069,MACHADINHO,,1728.51,1728.51,,,1730.09,,,27/02/1994
19069,MACHADINHO,,1523,1523,,,1524.58,,,28/02/1994
19069,MACHADINHO,,1602.47,1602.47,,,1604.05,,,01/03/1994
19069,MACHADINHO,,1633.29,1633.29,,,1634.87,,,02/03/1994
19069,MACHADINHO,,1531.34,1531.34,,,1532.92,,,03/03/1994
19069,MACHADINHO,,1244.15,1244.15,,,1245.73,,,04/03/1994
19069,MACHADINHO,,1026.05,1026.05,,,1027.63,,,05/03/1994
19069,MACHADINHO,,852.28,852.28,,,853.86,,,06/03/1994
19069,MACHADINHO,,768.33,768.33,,,769.91,,,07/03/1994
19069,MACHADINHO,,744.3,744.3,,,745.88,,,08/03/1994
19069,MACHADINHO,,831.44,831.44,,,833.02,,,09/03/1994
19069,MACHADINHO,,890.45,890.45,,,892.03,,,10/03/1994
19069,MACHADINHO,,1005.19,1005.19,,,1006.77,,,11/03/1994
19069,MACHADINHO,,830.4,830.4,,,831.98,,,12/03/1994
19069,MACHADINHO,,674.85,674.85,,,676.43,,,13/03/1994
19069,MACHADINHO,,604.27,604.27,,,605.85,,,14/03/1994
19069,MACHADINHO,,559.03,559.03,,,560.61,,,15/03/1994
19069,MACHADINHO,,518.44,518.44,,,520,,,16/03/1994
19069,MACHADINHO,,483.26,483.26,,,484.81,,,17/03/1994
19069,MACHADINHO,,450.37,450.37,,,451.91,,,18/03/1994
19069,MACHADINHO,,460.52,460.52,,,462.05,,,19/03/1994
19069,MACHADINHO,,640.96,640.96,,,642.47,,,20/03/1994
19069,MACHADINHO,,805.05,805.05,,,806.55,,,21/03/1994
19069,MACHADINHO,,671.55,671.55,,,673.03,,,22/03/1994
19069,MACHADINHO,,573.51,573.51,,,574.98,,,23/03/1994
19069,MACHADINHO,,473.31,473.31,,,474.77,,,24/03/1994
19069,MACHADINHO,,420.28,420.28,,,421.73,,,25/03/1994
19069,MACHADINHO,,433.37,433.37,,,434.81,,,26/03/1994
19069,MACHADINHO,,457.41,457.41,,,458.83,,,27/03/1994
19069,MACHADINHO,,420.03,420.03,,,421.44,,,28/03/1994
19069,MACHADINHO,,361.03,361.03,,,362.43,,,29/03/1994
19069,MACHADINHO,,316.98,316.98,,,318.36,,,30/03/1994
19069,MACHADINHO,,296.42,296.42,,,297.8,,,31/03/1994
19069,MACHADINHO,,290.35,290.35,,,291.71,,,01/04/1994
19069,MACHADINHO,,362.24,362.24,,,363.59,,,02/04/1994
19069,MACHADINHO,,382.63,382.63,,,383.96,,,03/04/1994
19069,MACHADINHO,,348.83,348.83,,,350.16,,,04/04/1994
19069,MACHADINHO,,330.08,330.08,,,331.39,,,05/04/1994
19069,MACHADINHO,,296.56,296.56,,,297.85,,,06/04/1994
19069,MACHADINHO,,311.99,311.99,,,313.27,,,07/04/1994
19069,MACHADINHO,,317.94,317.94,,,319.21,,,08/04/1994
19069,MACHADINHO,,319.09,319.09,,,320.34,,,09/04/1994
19069,MACHADINHO,,283.49,283.49,,,284.74,,,10/04/1994
19069,MACHADINHO,,258.92,258.92,,,260.15,,,11/04/1994
19069,MACHADINHO,,244.17,244.17,,,245.39,,,12/04/1994
19069,MACHADINHO,,236.9,236.9,,,238.11,,,13/04/1994
19069,MACHADINHO,,229.63,229.63,,,230.82,,,14/04/1994
19069,MACHADINHO,,222.36,222.36,,,223.54,,,15/04/1994
19069,MACHADINHO,,216.16,216.16,,,217.34,,,16/04/1994
19069,MACHADINHO,,214.13,214.13,,,215.32,,,17/04/1994
19069,MACHADINHO,,202.2,202.2,,,203.38,,,18/04/1994
19069,MACHADINHO,,196.38,196.38,,,197.57,,,19/04/1994
19069,MACHADINHO,,197.34,197.34,,,198.53,,,20/04/1994
19069,MACHADINHO,,233.01,233.01,,,234.19,,,21/04/1994
19069,MACHADINHO,,391.64,391.64,,,392.83,,,22/04/1994
19069,MACHADINHO,,606.32,606.32,,,607.51,,,23/04/1994
19069,MACHADINHO,,826.05,826.05,,,827.23,,,24/04/1994
19069,MACHADINHO,,1083.01,1083.01,,,1084.19,,,25/04/1994
19069,MACHADINHO,,2219.16,2219.16,,,2220.34,,,26/04/1994
19069,MACHADINHO,,3294.66,3294.66,,,3295.85,,,27/04/1994
19069,MACHADINHO,,1871.96,1871.96,,,1873.14,,,28/04/1994
19069,MACHADINHO,,1239.09,1239.09,,,1240.28,,,29/04/1994
19069,MACHADINHO,,911.86,911.86,,,913.04,,,30/04/1994
19069,MACHADINHO,,694.58,694.58,,,695.76,,,01/05/1994
19069,MACHADINHO,,561.01,561.01,,,562.19,,,02/05/1994
19069,MACHADINHO,,498.69,498.69,,,499.87,,,03/05/1994
19069,MACHADINHO,,462.92,462.92,,,464.11,,,04/05/1994
19069,MACHADINHO,,415.53,415.53,,,416.71,,,05/05/1994
19069,MACHADINHO,,400.45,400.45,,,401.64,,,06/05/1994
19069,MACHADINHO,,361.96,361.96,,,363.14,,,07/05/1994
19069,MACHADINHO,,342.69,342.69,,,343.87,,,08/05/1994
19069,MACHADINHO,,364.01,364.01,,,365.2,,,09/05/1994
19069,MACHADINHO,,424.14,424.14,,,425.32,,,10/05/1994
19069,MACHADINHO,,483.65,483.65,,,484.83,,,11/05/1994
19069,MACHADINHO,,1098.94,1098.94,,,1100.12,,,12/05/1994
19069,MACHADINHO,,2646.07,2646.07,,,2647.26,,,13/05/1994
19069,MACHADINHO,,2447.58,2447.58,,,2448.76,,,14/05/1994
19069,MACHADINHO,,916.93,916.93,,,918.11,,,15/05/1994
19069,MACHADINHO,,807.25,807.25,,,808.43,,,16/05/1994
19069,MACHADINHO,,857.83,857.83,,,859.01,,,17/05/1994
19069,MACHADINHO,,851.01,851.01,,,852.2,,,18/05/1994
19069,MACHADINHO,,663.2,663.2,,,664.38,,,19/05/1994
19069,MACHADINHO,,533.11,533.11,,,534.3,,,20/05/1994
19069,MACHADINHO,,499.31,499.31,,,500.5,,,21/05/1994
19069,MACHADINHO,,465.75,465.75,,,466.94,,,22/05/1994
19069,MACHADINHO,,444.71,444.71,,,445.9,,,23/05/1994
19069,MACHADINHO,,461.84,461.84,,,463.03,,,24/05/1994
19069,MACHADINHO,,480.66,480.66,,,481.85,,,25/05/1994
19069,MACHADINHO,,903.24,903.24,,,904.43,,,26/05/1994
19069,MACHADINHO,,2042.68,2042.68,,,2043.87,,,27/05/1994
19069,MACHADINHO,,1921.89,1921.89,,,1923.08,,,28/05/1994
19069,MACHADINHO,,1472.02,1472.02,,,1473.21,,,29/05/1994
19069,MACHADINHO,,1003.87,1003.87,,,1005.06,,,30/05/1994
19069,MACHADINHO,,827.22,827.22,,,828.41,,,31/05/1994
19069,MACHADINHO,,835.57,835.57,,,836.76,,,01/06/1994
19069,MACHADINHO,,818.04,818.04,,,819.24,,,02/06/1994
19069,MACHADINHO,,821.29,821.29,,,822.48,,,03/06/1994
19069,MACHADINHO,,949.34,949.34,,,950.54,,,04/06/1994
19069,MACHADINHO,,1002.35,1002.35,,,1003.55,,,05/06/1994
19069,MACHADINHO,,1277.77,1277.77,,,1278.97,,,06/06/1994
19069,MACHADINHO,,1487.91,1487.91,,,1489.1,,,07/06/1994
19069,MACHADINHO,,1217.1,1217.1,,,1218.29,,,08/06/1994
19069,MACHADINHO,,637.97,637.97,,,639.17,,,09/06/1994
19069,MACHADINHO,,557.49,557.49,,,558.68,,,10/06/1994
19069,MACHADINHO,,512.72,512.72,,,513.92,,,11/06/1994
19069,MACHADINHO,,440.37,440.37,,,441.57,,,12/06/1994
19069,MACHADINHO,,405.9,405.9,,,407.1,,,13/06/1994
19069,MACHADINHO,,369.22,369.22,,,370.42,,,14/06/1994
19069,MACHADINHO,,347.3,347.3,,,348.5,,,15/06/1994
19069,MACHADINHO,,315.39,315.39,,,316.6,,,16/06/1994
19069,MACHADINHO,,276.01,276.01,,,277.21,,,17/06/1994
19069,MACHADINHO,,288.33,288.33,,,289.53,,,18/06/1994
19069,MACHADINHO,,465.79,465.79,,,466.99,,,19/06/1994
19069,MACHADINHO,,1111.66,1111.66,,,1112.86,,,20/06/1994
19069,MACHADINHO,,2820.21,2820.21,,,2821.41,,,21/06/1994
19069,MACHADINHO,,2367.68,2367.68,,,2368.88,,,22/06/1994
19069,MACHADINHO,,1534.78,1534.78,,,1535.99,,,23/06/1994
19069,MACHADINHO,,1396.98,1396.98,,,1398.18,,,24/06/1994
19069,MACHADINHO,,1979.71,1979.71,,,1980.92,,,25/06/1994
19069,MACHADINHO,,2034.18,2034.18,,,2035.39,,,26/06/1994
19069,MACHADINHO,,1644.92,1644.92,,,1646.13,,,27/06/1994
19069,MACHADINHO,,1260.43,1260.43,,,1261.64,,,28/06/1994
19069,MACHADINHO,,1018.36,1018.36,,,1019.57,,,29/06/1994
19069,MACHADINHO,,945.94,945.94,,,947.15,,,30/06/1994
19069,MACHADINHO,,1577.96,1577.96,,,1579.17,,,01/07/1994
19069,MACHADINHO,,3181.61,3181.61,,,3182.82,,,02/07/1994
19069,MACHADINHO,,2993.03,2993.03,,,2994.24,,,03/07/1994
19069,MACHADINHO,,2468.12,2468.12,,,2469.33,,,04/07/1994
19069,MACHADINHO,,3365.23,3365.23,,,3366.44,,,05/07/1994
19069,MACHADINHO,,3746.08,3746.08,,,3747.29,,,06/07/1994
19069,MACHADINHO,,2936.94,2936.94,,,2938.15,,,07/07/1994
19069,MACHADINHO,,2446.49,2446.49,,,2447.71,,,08/07/1994
19069,MACHADINHO,,1957.06,1957.06,,,1958.28,,,09/07/1994
19069,MACHADINHO,,1569.87,1569.87,,,1571.09,,,10/07/1994
19069,MACHADINHO,,954.31,954.31,,,955.53,,,11/07/1994
19069,MACHADINHO,,759.47,759.47,,,760.69,,,12/07/1994
19069,MACHADINHO,,636.64,636.64,,,637.86,,,13/07/1994
19069,MACHADINHO,,558.83,558.83,,,560.05,,,14/07/1994
19069,MACHADINHO,,516.14,516.14,,,517.36,,,15/07/1994
19069,MACHADINHO,,494.66,494.66,,,495.9,,,16/07/1994
19069,MACHADINHO,,473.96,473.96,,,475.23,,,17/07/1994
19069,MACHADINHO,,441.16,441.16,,,442.44,,,18/07/1994
19069,MACHADINHO,,411.49,411.49,,,412.8,,,19/07/1994
19069,MACHADINHO,,365.86,365.86,,,367.18,,,20/07/1994
19069,MACHADINHO,,330.36,330.36,,,331.7,,,21/07/1994
19069,MACHADINHO,,306.96,306.96,,,308.33,,,22/07/1994
19069,MACHADINHO,,379.45,379.45,,,380.84,,,23/07/1994
19069,MACHADINHO,,441.59,441.59,,,443,,,24/07/1994
19069,MACHADINHO,,497.7,497.7,,,499.13,,,25/07/1994
19069,MACHADINHO,,713.87,713.87,,,715.32,,,26/07/1994
19069,MACHADINHO,,1809.87,1809.87,,,1811.34,,,27/07/1994
19069,MACHADINHO,,2033.94,2033.94,,,2035.43,,,28/07/1994
19069,MACHADINHO,,1748,1748,,,1749.51,,,29/07/1994
19069,MACHADINHO,,1382.48,1382.48,,,1384.02,,,30/07/1994
19069,MACHADINHO,,1112.07,1112.07,,,1113.62,,,31/07/1994
19069,MACHADINHO,,946.85,946.85,,,948.42,,,01/08/1994
19069,MACHADINHO,,842.83,842.83,,,844.43,,,02/08/1994
19069,MACHADINHO,,770.64,770.64,,,772.25,,,03/08/1994
19069,MACHADINHO,,696.75,696.75,,,698.39,,,04/08/1994
19069,MACHADINHO,,670.43,670.43,,,672.08,,,05/08/1994
19069,MACHADINHO,,659.72,659.72,,,661.4,,,06/08/1994
19069,MACHADINHO,,599.6,599.6,,,601.29,,,07/08/1994
19069,MACHADINHO,,560.34,560.34,,,562.06,,,08/08/1994
19069,MACHADINHO,,530.5,530.5,,,532.24,,,09/08/1994
19069,MACHADINHO,,521.25,521.25,,,523.01,,,10/08/1994
19069,MACHADINHO,,469.31,469.31,,,471.09,,,11/08/1994
19069,MACHADINHO,,457.18,457.18,,,458.98,,,12/08/1994
19069,MACHADINHO,,437.15,437.15,,,438.98,,,13/08/1994
19069,MACHADINHO,,408.95,408.95,,,410.8,,,14/08/1994
19069,MACHADINHO,,393.18,393.18,,,395.05,,,15/08/1994
19069,MACHADINHO,,388.64,388.64,,,390.5,,,16/08/1994
19069,MACHADINHO,,420.25,420.25,,,422.1,,,17/08/1994
19069,MACHADINHO,,485.4,485.4,,,487.25,,,18/08/1994
19069,MACHADINHO,,455.3,455.3,,,457.14,,,19/08/1994
19069,MACHADINHO,,390.18,390.18,,,392.02,,,20/08/1994
19069,MACHADINHO,,351.61,351.61,,,353.44,,,21/08/1994
19069,MACHADINHO,,330.81,330.81,,,332.64,,,22/08/1994
19069,MACHADINHO,,316.48,316.48,,,318.31,,,23/08/1994
19069,MACHADINHO,,307.61,307.61,,,309.43,,,24/08/1994
19069,MACHADINHO,,292.88,292.88,,,294.7,,,25/08/1994
19069,MACHADINHO,,283.01,283.01,,,284.82,,,26/08/1994
19069,MACHADINHO,,272.25,272.25,,,274.05,,,27/08/1994
19069,MACHADINHO,,266.22,266.22,,,268.02,,,28/08/1994
19069,MACHADINHO,,260.93,260.93,,,262.73,,,29/08/1994
19069,MACHADINHO,,256.92,256.92,,,258.71,,,30/08/1994
19069,MACHADINHO,,253.45,253.45,,,255.24,,,31/08/1994
19069,MACHADINHO,,252.45,252.45,,,254.24,,,01/09/1994
19069,MACHADINHO,,251.44,251.44,,,253.22,,,02/09/1994
19069,MACHADINHO,,249.39,249.39,,,251.16,,,03/09/1994
19069,MACHADINHO,,248.16,248.16,,,249.92,,,04/09/1994
19069,MACHADINHO,,242.37,242.37,,,244.14,,,05/09/1994
19069,MACHADINHO,,238.76,238.76,,,240.52,,,06/09/1994
19069,MACHADINHO,,245.64,245.64,,,247.4,,,07/09/1994
19069,MACHADINHO,,255.12,255.12,,,256.87,,,08/09/1994
19069,MACHADINHO,,257.78,257.78,,,259.53,,,09/09/1994
19069,MACHADINHO,,278.06,278.06,,,279.8,,,10/09/1994
19069,MACHADINHO,,256.26,256.26,,,258,,,11/09/1994
19069,MACHADINHO,,241.82,241.82,,,243.55,,,12/09/1994
19069,MACHADINHO,,259.51,259.51,,,261.24,,,13/09/1994
19069,MACHADINHO,,343.81,343.81,,,345.53,,,14/09/1994
19069,MACHADINHO,,706.98,706.98,,,708.7,,,15/09/1994
19069,MACHADINHO,,934.4,934.4,,,936.11,,,16/09/1994
19069,MACHADINHO,,748.1,748.1,,,749.82,,,17/09/1994
19069,MACHADINHO,,604.19,604.19,,,605.9,,,18/09/1994
19069,MACHADINHO,,518.33,518.33,,,520.04,,,19/09/1994
19069,MACHADINHO,,447.38,447.38,,,449.09,,,20/09/1994
19069,MACHADINHO,,325.82,325.82,,,327.53,,,21/09/1994
19069,MACHADINHO,,246.84,246.84,,,248.55,,,22/09/1994
19069,MACHADINHO,,231.14,231.14,,,232.85,,,23/09/1994
19069,MACHADINHO,,229.75,229.75,,,231.45,,,24/09/1994
19069,MACHADINHO,,206.66,206.66,,,208.36,,,25/09/1994
19069,MACHADINHO,,216.21,216.21,,,217.91,,,26/09/1994
19069,MACHADINHO,,232.6,232.6,,,234.3,,,27/09/1994
19069,MACHADINHO,,216.63,216.63,,,218.33,,,28/09/1994
19069,MACHADINHO,,230.62,230.62,,,232.32,,,29/09/1994
19069,MACHADINHO,,250.98,250.98,,,252.68,,,30/09/1994
19069,MACHADINHO,,253.18,253.18,,,254.87,,,01/10/1994
19069,MACHADINHO,,269.25,269.25,,,270.95,,,02/10/1994
19069,MACHADINHO,,348.25,348.25,,,349.95,,,03/10/1994
19069,MACHADINHO,,736.27,736.27,,,737.96,,,04/10/1994
19069,MACHADINHO,,700.62,700.62,,,702.31,,,05/10/1994
19069,MACHADINHO,,511.33,511.33,,,513.02,,,06/10/1994
19069,MACHADINHO,,352.12,352.12,,,353.81,,,07/10/1994
19069,MACHADINHO,,320.3,320.3,,,321.98,,,08/10/1994
19069,MACHADINHO,,300.52,300.52,,,302.21,,,09/10/1994
19069,MACHADINHO,,285.71,285.71,,,287.39,,,10/10/1994
19069,MACHADINHO,,275.82,275.82,,,277.51,,,11/10/1994
19069,MACHADINHO,,272.13,272.13,,,273.81,,,12/10/1994
19069,MACHADINHO,,273.02,273.02,,,274.7,,,13/10/1994
19069,MACHADINHO,,281.17,281.17,,,282.85,,,14/10/1994
19069,MACHADINHO,,286.68,286.68,,,288.36,,,15/10/1994
19069,MACHADINHO,,280.81,280.81,,,282.5,,,16/10/1994
19069,MACHADINHO,,285.25,285.25,,,286.96,,,17/10/1994
19069,MACHADINHO,,571.64,571.64,,,573.36,,,18/10/1994
19069,MACHADINHO,,2298.8,2298.8,,,2300.53,,,19/10/1994
19069,MACHADINHO,,3707.43,3707.43,,,3709.17,,,20/10/1994
19069,MACHADINHO,,3980.83,3980.83,,,3982.59,,,21/10/1994
19069,MACHADINHO,,3638.67,3638.67,,,3640.44,,,22/10/1994
19069,MACHADINHO,,2663.23,2663.23,,,2665.01,,,23/10/1994
19069,MACHADINHO,,2419.41,2419.41,,,2421.2,,,24/10/1994
19069,MACHADINHO,,2832.86,2832.86,,,2834.67,,,25/10/1994
19069,MACHADINHO,,2388.75,2388.75,,,2390.58,,,26/10/1994
19069,MACHADINHO,,1971.87,1971.87,,,1973.71,,,27/10/1994
19069,MACHADINHO,,1495.34,1495.34,,,1497.19,,,28/10/1994
19069,MACHADINHO,,1154.71,1154.71,,,1156.57,,,29/10/1994
19069,MACHADINHO,,955.05,955.05,,,956.93,,,30/10/1994
19069,MACHADINHO,,844.29,844.29,,,846.18,,,31/10/1994
19069,MACHADINHO,,897.29,897.29,,,899.19,,,01/11/1994
19069,MACHADINHO,,1429.19,1429.19,,,1431.11,,,02/11/1994
19069,MACHADINHO,,1291.18,1291.18,,,1293.12,,,03/11/1994
19069,MACHADINHO,,1009.5,1009.5,,,1011.44,,,04/11/1994
19069,MACHADINHO,,1065.68,1065.68,,,1067.64,,,05/11/1994
19069,MACHADINHO,,1518.76,1518.76,,,1520.73,,,06/11/1994
19069,MACHADINHO,,2045.94,2045.94,,,2047.93,,,07/11/1994
19069,MACHADINHO,,1988.25,1988.25,,,1990.25,,,08/11/1994
19069,MACHADINHO,,2035.95,2035.95,,,2037.96,,,09/11/1994
19069,MACHADINHO,,2050.32,2050.32,,,2052.34,,,10/11/1994
19069,MACHADINHO,,1667.08,1667.08,,,1669.12,,,11/11/1994
19069,MACHADINHO,,1280.21,1280.21,,,1282.26,,,12/11/1994
19069,MACHADINHO,,1065.75,1065.75,,,1067.81,,,13/11/1994
19069,MACHADINHO,,952.94,952.94,,,955.01,,,14/11/1994
19069,MACHADINHO,,828.32,828.32,,,830.41,,,15/11/1994
19069,MACHADINHO,,759.01,759.01,,,761.1,,,16/11/1994
19069,MACHADINHO,,821.56,821.56,,,823.65,,,17/11/1994
19069,MACHADINHO,,1106.24,1106.24,,,1108.34,,,18/11/1994
19069,MACHADINHO,,1336.76,1336.76,,,1338.87,,,19/11/1994
19069,MACHADINHO,,1227.88,1227.88,,,1229.98,,,20/11/1994
19069,MACHADINHO,,1069.23,1069.23,,,1071.34,,,21/11/1994
19069,MACHADINHO,,896.51,896.51,,,898.62,,,22/11/1994
19069,MACHADINHO,,771.62,771.62,,,773.74,,,23/11/1994
19069,MACHADINHO,,667.85,667.85,,,669.97,,,24/11/1994
19069,MACHADINHO,,568.77,568.77,,,570.89,,,25/11/1994
19069,MACHADINHO,,500.92,500.92,,,503.04,,,26/11/1994
19069,MACHADINHO,,463.7,463.7,,,465.83,,,27/11/1994
19069,MACHADINHO,,523.9,523.9,,,526.03,,,28/11/1994
19069,MACHADINHO,,683.73,683.73,,,685.86,,,29/11/1994
19069,MACHADINHO,,711.44,711.44,,,713.58,,,30/11/1994
19069,MACHADINHO,,623.35,623.35,,,625.49,,,01/12/1994
19069,MACHADINHO,,532.52,532.52,,,534.66,,,02/12/1994
19069,MACHADINHO,,547.95,547.95,,,550.1,,,03/12/1994
19069,MACHADINHO,,580.71,580.71,,,582.86,,,04/12/1994
19069,MACHADINHO,,568.48,568.48,,,570.63,,,05/12/1994
19069,MACHADINHO,,513.17,513.17,,,515.33,,,06/12/1994
19069,MACHADINHO,,495.63,495.63,,,497.79,,,07/12/1994
19069,MACHADINHO,,421.33,421.33,,,423.49,,,08/12/1994
19069,MACHADINHO,,367.58,367.58,,,369.74,,,09/12/1994
19069,MACHADINHO,,338.18,338.18,,,340.35,,,10/12/1994
19069,MACHADINHO,,327.86,327.86,,,330.03,,,11/12/1994
19069,MACHADINHO,,314,314,,,316.18,,,12/12/1994
19069,MACHADINHO,,306.21,306.21,,,308.39,,,13/12/1994
19069,MACHADINHO,,324.12,324.12,,,326.3,,,14/12/1994
19069,MACHADINHO,,350.72,350.72,,,352.9,,,15/12/1994
19069,MACHADINHO,,545.96,545.96,,,548.14,,,16/12/1994
19069,MACHADINHO,,571.79,571.79,,,573.95,,,17/12/1994
19069,MACHADINHO,,545.12,545.12,,,547.27,,,18/12/1994
19069,MACHADINHO,,478.78,478.78,,,480.92,,,19/12/1994
19069,MACHADINHO,,393.88,393.88,,,396.01,,,20/12/1994
19069,MACHADINHO,,351.59,351.59,,,353.71,,,21/12/1994
19069,MACHADINHO,,325.08,325.08,,,327.19,,,22/12/1994
19069,MACHADINHO,,311.7,311.7,,,313.8,,,23/12/1994
19069,MACHADINHO,,318.92,318.92,,,321.02,,,24/12/1994
19069,MACHADINHO,,312.85,312.85,,,314.93,,,25/12/1994
19069,MACHADINHO,,293.51,293.51,,,295.58,,,26/12/1994
19069,MACHADINHO,,300.45,300.45,,,302.51,,,27/12/1994
19069,MACHADINHO,,384.25,384.25,,,386.31,,,28/12/1994
19069,MACHADINHO,,760.36,760.36,,,762.4,,,29/12/1994
19069,MACHADINHO,,1327.8,1327.8,,,1329.83,,,30/12/1994
19069,MACHADINHO,,1540.1,1540.1,,,1542.12,,,31/12/1994
19069,MACHADINHO,,1359.94,1359.94,,,1361.96,,,01/01/1995
19069,MACHADINHO,,1188.99,1188.99,,,1191,,,02/01/1995
19069,MACHADINHO,,1124.04,1124.04,,,1126.03,,,03/01/1995
19069,MACHADINHO,,975.8,975.8,,,977.79,,,04/01/1995
19069,MACHADINHO,,827.45,827.45,,,829.42,,,05/01/1995
19069,MACHADINHO,,735.66,735.66,,,737.62,,,06/01/1995
19069,MACHADINHO,,804.1,804.1,,,806.05,,,07/01/1995
19069,MACHADINHO,,847.78,847.78,,,849.72,,,08/01/1995
19069,MACHADINHO,,995.19,995.19,,,997.12,,,09/01/1995
19069,MACHADINHO,,1795.93,1795.93,,,1797.86,,,10/01/1995
19069,MACHADINHO,,1834.82,1834.82,,,1836.73,,,11/01/1995
19069,MACHADINHO,,1626.44,1626.44,,,1628.35,,,12/01/1995
19069,MACHADINHO,,1385.87,1385.87,,,1387.76,,,13/01/1995
19069,MACHADINHO,,1572.14,1572.14,,,1574.03,,,14/01/1995
19069,MACHADINHO,,2219.18,2219.18,,,2221.06,,,15/01/1995
19069,MACHADINHO,,2765.44,2765.44,,,2767.31,,,16/01/1995
19069,MACHADINHO,,2741.61,2741.61,,,2743.47,,,17/01/1995
19069,MACHADINHO,,2135.78,2135.78,,,2137.63,,,18/01/1995
19069,MACHADINHO,,1862.1,1862.1,,,1863.94,,,19/01/1995
19069,MACHADINHO,,1902.24,1902.24,,,1904.08,,,20/01/1995
19069,MACHADINHO,,2035.84,2035.84,,,2037.67,,,21/01/1995
19069,MACHADINHO,,2001.94,2001.94,,,2003.76,,,22/01/1995
19069,MACHADINHO,,1661.93,1661.93,,,1663.75,,,23/01/1995
19069,MACHADINHO,,1384.35,1384.35,,,1386.16,,,24/01/1995
19069,MACHADINHO,,1226.1,1226.1,,,1227.9,,,25/01/1995
19069,MACHADINHO,,1074.59,1074.59,,,1076.38,,,26/01/1995
19069,MACHADINHO,,990.77,990.77,,,992.55,,,27/01/1995
19069,MACHADINHO,,995.13,995.13,,,996.91,,,28/01/1995
19069,MACHADINHO,,1180.77,1180.77,,,1182.54,,,29/01/1995
19069,MACHADINHO,,1088.45,1088.45,,,1090.21,,,30/01/1995
19069,MACHADINHO,,902.99,902.99,,,904.75,,,31/01/1995
19069,MACHADINHO,,838.3,838.3,,,840.05,,,01/02/1995
19069,MACHADINHO,,878.51,878.51,,,880.25,,,02/02/1995
19069,MACHADINHO,,969.62,969.62,,,971.35,,,03/02/1995
19069,MACHADINHO,,1178.57,1178.57,,,1180.29,,,04/02/1995
19069,MACHADINHO,,1091.76,1091.76,,,1093.48,,,05/02/1995
19069,MACHADINHO,,999.88,999.88,,,1001.59,,,06/02/1995
19069,MACHADINHO,,891.69,891.69,,,893.39,,,07/02/1995
19069,MACHADINHO,,800.55,800.55,,,802.24,,,08/02/1995
19069,MACHADINHO,,638.57,638.57,,,640.26,,,09/02/1995
19069,MACHADINHO,,577.18,577.18,,,578.86,,,10/02/1995
19069,MACHADINHO,,655.87,655.87,,,657.55,,,11/02/1995
19069,MACHADINHO,,638.66,638.66,,,640.32,,,12/02/1995
19069,MACHADINHO,,619.08,619.08,,,620.74,,,13/02/1995
19069,MACHADINHO,,622.02,622.02,,,623.67,,,14/02/1995
19069,MACHADINHO,,662.12,662.12,,,663.76,,,15/02/1995
19069,MACHADINHO,,763.53,763.53,,,765.18,,,16/02/1995
19069,MACHADINHO,,755.1,755.1,,,756.76,,,17/02/1995
